work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Engineer,144000,USD,144000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,229369,USD,229369,US,0,US,M
2024,MI,FT,Machine Learning Engineer,243300,USD,243300,US,0,US,M
2024,SE,FT,Data Engineer,109283,USD,109283,US,0,US,M
2024,MI,FT,Data Scientist,112300,USD,112300,US,0,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,166600,USD,166600,US,0,US,M
2024,MI,FT,Research Engineer,720000,USD,720000,US,0,US,M
2024,SE,FT,Applied Scientist,160000,USD,160000,US,100,US,M
2024,SE,FT,Manager,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Analyst,74178,USD,74178,US,0,US,M
2024,SE,FT,Software Engineer,165000,USD,165000,US,100,US,M
2024,SE,FT,Data Scientist,144600,USD,144600,US,0,US,M
2024,MI,FT,Data Scientist,75000,USD,75000,US,0,US,M
2024,MI,FT,Product Manager,253000,USD,253000,US,0,US,M
2024,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M
2024,SE,FT,Engineer,157600,USD,157600,US,100,US,M
2024,MI,FT,Analytics Engineer,64000,USD,64000,US,0,US,M
2024,MI,FT,Data Analyst,68561,USD,68561,CA,0,CA,M
2024,SE,FT,Computer Vision Engineer,220000,USD,220000,US,100,US,M
2024,MI,FT,Analytics Engineer,125000,USD,125000,US,100,US,M
2024,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M
2024,SE,FT,Data Scientist,109000,USD,109000,GB,0,GB,M
2024,SE,FT,Machine Learning Researcher,160000,USD,160000,US,100,US,M
2024,SE,FT,Data Engineer,170000,USD,170000,CA,0,CA,M
2024,MI,FT,Engineer,135400,USD,135400,US,0,US,M
2024,SE,FT,Data Engineer,137500,USD,137500,US,0,US,M
2024,MI,FT,Manager,172931,USD,172931,US,0,US,M
2024,SE,FT,Engineer,230000,USD,230000,US,0,US,M
2024,MI,FT,Data Scientist,114100,USD,114100,US,0,US,M
2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
2024,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M
2024,MI,FT,Manager,81000,USD,81000,US,0,US,M
2024,SE,FT,Engineer,250200,USD,250200,US,0,US,M
2024,SE,FT,Data Scientist,168000,USD,168000,US,0,US,M
2024,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Scientist,205485,USD,205485,US,0,US,M
2024,SE,FT,Data Engineer,124000,USD,124000,US,0,US,M
2024,SE,FT,Engineer,201250,USD,201250,US,0,US,M
2023,SE,FT,Data Scientist,151300,USD,151300,US,100,US,M
2023,SE,FT,Data Scientist,36000,EUR,38868,ES,0,ES,M
2024,MI,FT,Software Engineer,131500,USD,131500,US,0,US,M
2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2024,SE,FT,Analytics Engineer,135000,USD,135000,US,100,US,M
2024,SE,FT,Data Scientist,108000,USD,108000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,300200,USD,300200,US,0,US,M
2024,SE,FT,Data Scientist,81600,USD,81600,CA,0,CA,M
2024,MI,FT,Data Engineer,27000,GBP,33750,GB,0,GB,M
2024,MI,FT,Software Engineer,221814,USD,221814,US,0,US,M
2024,MI,FT,Business Intelligence Developer,88000,USD,88000,US,100,US,M
2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
2024,SE,FT,Software Engineer,142800,USD,142800,US,0,US,M
2023,SE,FT,Data Analyst,160000,USD,160000,US,100,US,M
2023,EX,FT,Data Engineer,185000,USD,185000,US,0,US,M
2024,SE,FT,Data Architect,96900,USD,96900,US,0,US,M
2024,SE,FT,Research Engineer,234000,USD,234000,US,0,US,M
2024,SE,FT,Research Scientist,321000,USD,321000,US,0,US,M
2024,SE,FT,Engineer,148000,USD,148000,US,0,US,M
2024,SE,FT,Data Scientist,192780,USD,192780,US,0,US,M
2024,SE,FT,Software Engineer,239000,USD,239000,US,0,US,M
2022,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M
2024,MI,FT,Data Engineer,80000,USD,80000,US,100,US,M
2024,SE,FT,Data Analyst,89280,USD,89280,US,0,US,M
2024,MI,FT,BI Analyst,72320,USD,72320,US,0,US,M
2024,SE,FT,Research Scientist,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M
2024,SE,FT,Analytics Engineer,345400,USD,345400,US,0,US,M
2023,SE,FT,Machine Learning Engineer,285000,USD,285000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M
2023,EN,FT,Research Analyst,72000,USD,72000,US,100,US,M
2024,MI,FT,Data Engineer,74300,USD,74300,US,0,US,M
2023,MI,FT,Machine Learning Engineer,73100,USD,73100,US,0,US,M
2024,MI,FT,Business Intelligence Developer,105000,USD,105000,US,0,US,M
2024,SE,FT,Engineering Manager,137600,USD,137600,US,0,US,M
2023,MI,FT,Data Manager,73500,USD,73500,US,0,US,M
2024,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M
2024,EN,FT,Data Engineer,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Scientist,138000,USD,138000,US,100,US,M
2024,SE,FT,Applied Scientist,186150,USD,186150,US,0,US,M
2024,SE,FT,Data Scientist,265000,USD,265000,US,100,US,M
2024,SE,FT,Machine Learning Developer,270400,USD,270400,US,0,US,M
2024,SE,FT,Manager,160000,USD,160000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Architect,138000,USD,138000,GB,100,GB,M
2021,MI,FT,Data Scientist,34000,EUR,40189,GR,100,GR,M
2024,SE,FT,Data Operations Specialist,206500,USD,206500,US,0,US,M
2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Scientist,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Research Scientist,280000,USD,280000,US,0,US,M
2024,SE,FT,Consultant,81000,USD,81000,US,0,US,M
2024,SE,FT,Data Analyst,99200,USD,99200,US,0,US,M
2023,MI,FT,Data Engineer,133000,USD,133000,US,0,US,M
2024,SE,FT,Site Reliability Engineer,119100,USD,119100,US,0,US,M
2024,EN,FT,Engineer,82000,USD,82000,US,0,US,M
2024,SE,FT,Software Engineer,161000,USD,161000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,194750,USD,194750,US,0,US,M
2024,SE,FT,Manager,258700,USD,258700,US,0,US,M
2024,SE,FT,Machine Learning Researcher,110000,USD,110000,US,100,US,M
2024,MI,FT,Data Engineer,96700,USD,96700,US,0,US,M
2024,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,95828,USD,95828,CA,100,CA,M
2024,SE,FT,Data Architect,202730,USD,202730,US,100,US,M
2024,SE,FT,Data Scientist,157000,USD,157000,US,0,US,M
2024,SE,FT,Machine Learning Researcher,110000,USD,110000,US,100,US,M
2024,MI,FT,Software Engineer,65000,USD,65000,US,0,US,M
2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
2023,MI,FT,Data Scientist,108000,USD,108000,US,0,US,M
2024,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,157400,USD,157400,US,100,US,M
2023,SE,FT,Machine Learning Engineer,176100,USD,176100,US,0,US,L
2023,SE,FT,AI Engineer,150000,USD,150000,US,100,US,M
2024,EN,FT,Business Intelligence Developer,137000,USD,137000,US,0,US,M
2024,MI,FT,Data Engineer,176000,USD,176000,US,0,US,M
2024,SE,FT,Software Engineer,128502,USD,128502,US,0,US,M
2024,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
2024,MI,FT,Software Engineer,265200,USD,265200,US,0,US,M
2024,SE,FT,Software Engineer,189000,USD,189000,US,0,US,M
2024,SE,FT,Engineer,356500,USD,356500,US,0,US,M
2024,EN,FT,Data Analyst,120000,USD,120000,US,100,US,M
2023,MI,FT,Data Analyst,107500,USD,107500,US,0,US,M
2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2024,MI,FT,Engineer,65000,USD,65000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,161200,USD,161200,US,0,US,M
2023,SE,FT,Data Architect,190000,USD,190000,CA,100,CA,M
2022,SE,FT,Data Scientist,185100,USD,185100,US,100,US,M
2022,SE,FT,Data Analyst,96000,USD,96000,US,100,US,M
2024,SE,FT,Research Analyst,185619,USD,185619,US,0,US,M
2024,EN,FT,Data Engineer,101520,USD,101520,US,100,US,M
2024,MI,FT,Applied Scientist,98300,USD,98300,US,0,US,M
2024,SE,FT,Data Manager,95300,USD,95300,US,100,US,M
2024,MI,FT,Research Engineer,157679,USD,157679,US,0,US,M
2024,SE,FT,Data Analytics Lead,205400,USD,205400,US,0,US,M
2024,SE,FT,Engineer,293800,USD,293800,US,0,US,M
2024,MI,FT,Data Scientist,108000,USD,108000,US,0,US,M
2024,SE,FT,Research Scientist,337300,USD,337300,US,0,US,M
2024,MI,FT,Data Scientist,209720,USD,209720,US,0,US,M
2024,SE,FT,Data Scientist,71000,USD,71000,US,0,US,M
2024,EN,FT,Data Analyst,75200,USD,75200,CA,0,CA,M
2023,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,258800,USD,258800,GB,0,GB,M
2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
2024,SE,FT,Data Analyst,123990,USD,123990,US,100,US,M
2023,SE,FT,Data Analyst,113220,USD,113220,US,0,US,M
2024,SE,FT,Software Engineer,105000,USD,105000,US,0,US,M
2024,SE,FT,Data Analytics Lead,398900,USD,398900,US,0,US,M
2024,SE,FT,Data Scientist,126900,USD,126900,US,0,US,M
2024,SE,FT,Data Architect,155413,USD,155413,US,0,US,M
2024,SE,FT,Data Engineer,179000,USD,179000,US,0,US,M
2023,SE,FT,Data Engineer,215000,USD,215000,US,100,US,M
2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M
2024,SE,FT,Python Developer,115000,USD,115000,CA,0,CA,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2024,SE,FT,Data Scientist,284280,USD,284280,US,0,US,M
2024,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M
2024,SE,FT,Data Scientist,135800,USD,135800,CA,0,CA,M
2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2024,MI,FT,Analyst,94604,USD,94604,US,0,US,M
2024,MI,FT,Associate,190000,USD,190000,US,0,US,M
2024,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2022,SE,FT,Data Engineer,185800,USD,185800,CA,100,CA,M
2024,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
2024,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
2024,SE,FT,Engineering Manager,252000,USD,252000,US,0,US,M
2024,SE,FT,Analytics Engineer,165000,USD,165000,US,100,US,M
2024,EN,FT,Research Scientist,250000,USD,250000,US,0,US,M
2024,SE,FT,Decision Scientist,136218,USD,136218,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,142500,USD,142500,US,0,US,M
2024,SE,FT,Product Manager,393300,USD,393300,US,0,US,M
2024,SE,FT,Manager,163830,USD,163830,US,0,US,M
2024,EX,FT,Data Engineer,361000,USD,361000,US,0,US,M
2023,SE,FT,Data Engineer,157550,USD,157550,US,0,US,M
2024,SE,FT,Software Engineer,337250,USD,337250,US,0,US,M
2024,SE,FT,Applied Scientist,156300,USD,156300,US,100,US,M
2024,SE,FT,Data Engineer,259000,USD,259000,US,0,US,M
2024,SE,FT,Statistician,130000,USD,130000,CA,0,CA,M
2023,MI,FT,Data Scientist,130000,CAD,96313,CA,100,CA,S
2023,SE,FT,Research Engineer,385000,USD,385000,US,0,US,M
2023,SE,FT,Data Scientist,296100,USD,296100,US,0,US,M
2023,EX,FT,Data Scientist,249600,USD,249600,US,100,US,M
2024,MI,FT,Data Engineer,111000,USD,111000,US,0,US,M
2024,MI,FT,Applied Scientist,94300,USD,94300,US,0,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
2024,MI,FT,Site Reliability Engineer,160000,USD,160000,US,0,US,M
2024,MI,FT,Decision Scientist,134900,USD,134900,US,0,US,M
2024,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M
2023,SE,FT,Research Scientist,190000,USD,190000,US,0,US,M
2024,SE,FT,Data Scientist,125000,USD,125000,US,100,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M
2024,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2024,SE,FT,Manager,260000,USD,260000,US,100,US,M
2024,SE,FT,Analytics Engineer,126400,USD,126400,US,100,US,M
2024,SE,FT,Fullstack Engineer,137781,USD,137781,US,100,US,M
2024,MI,FT,Data Scientist,102000,USD,102000,US,0,US,M
2024,SE,FT,Software Engineer,180000,USD,180000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,170700,USD,170700,US,0,US,M
2024,MI,FT,Data Scientist,229900,USD,229900,US,0,US,M
2024,MI,FT,Data Engineer,81500,USD,81500,US,0,US,M
2024,MI,FT,Data Scientist,158000,USD,158000,US,0,US,M
2024,MI,FT,Data Scientist,75000,USD,75000,US,0,US,M
2023,SE,FT,Research Scientist,230000,USD,230000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,100,US,M
2024,SE,FT,Data Analyst,78000,USD,78000,US,100,US,M
2024,EN,FT,Data Operations Analyst,85000,USD,85000,US,100,US,M
2024,SE,FT,Data Engineer,100000,GBP,125000,GB,0,GB,M
2024,MI,FT,Engineer,110000,USD,110000,US,0,US,M
2024,SE,FT,Software Engineer,180000,CAD,138461,CA,100,CA,M
2024,EN,FT,Software Engineer,200200,USD,200200,US,0,US,M
2024,SE,FT,Applied Scientist,110000,USD,110000,US,100,US,M
2024,EN,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Analyst,51962,USD,51962,US,0,US,M
2024,MI,FT,Data Manager,59110,USD,59110,US,0,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,257000,USD,257000,US,0,US,M
2024,MI,FT,Data Engineer,121000,USD,121000,US,0,US,M
2024,SE,FT,Research Engineer,515000,GBP,643750,GB,0,GB,M
2024,MI,FT,Systems Engineer,215000,USD,215000,US,0,US,M
2024,SE,FT,Analytics Lead,125760,USD,125760,US,0,US,M
2023,MI,FT,Data Operations Analyst,65100,USD,65100,US,100,US,M
2024,MI,FT,Data Scientist,135000,USD,135000,US,0,US,M
2024,SE,FT,Research Scientist,192700,USD,192700,US,0,US,M
2024,MI,FT,Research Assistant,44722,GBP,55902,GB,0,GB,M
2024,SE,FT,Analytics Engineer,214500,USD,214500,CA,0,CA,M
2024,SE,FT,Security Engineer,156800,USD,156800,US,0,US,M
2024,MI,FT,Manager,259000,USD,259000,US,0,US,M
2023,SE,FT,Data Scientist,239000,USD,239000,US,0,US,L
2023,SE,FT,Data Architect,143000,USD,143000,US,100,US,M
2024,MI,FT,Software Engineer,180000,USD,180000,US,0,US,M
2024,EX,FT,Head of Data,247000,USD,247000,US,0,US,M
2024,SE,FT,Data Scientist,146900,USD,146900,US,0,US,M
2024,MI,FT,Data Scientist,187000,USD,187000,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,116646,USD,116646,US,0,US,M
2024,EN,FT,Consultant,162240,USD,162240,US,100,US,M
2023,SE,FT,Data Engineer,80000,EUR,86374,DE,100,SE,L
2024,SE,FT,Engineer,107000,USD,107000,US,0,US,M
2024,MI,FT,Research Scientist,96200,USD,96200,US,100,US,M
2024,EN,FT,Research Scientist,210000,USD,210000,US,100,US,M
2023,MI,FT,Business Intelligence Analyst,189000,USD,189000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,170700,USD,170700,US,0,US,M
2024,SE,FT,Software Engineer,312200,USD,312200,US,0,US,M
2024,SE,FT,DevOps Engineer,130000,USD,130000,US,100,US,M
2024,SE,FT,Engineer,207000,USD,207000,US,0,US,M
2024,SE,FT,Applied Scientist,173500,USD,173500,US,0,US,M
2024,SE,FT,Software Engineer,183000,USD,183000,US,100,US,M
2024,MI,FT,Data Scientist,96600,USD,96600,US,0,US,M
2024,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M
2024,EN,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Scientist,243300,USD,243300,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2024,SE,FT,Data Scientist,143000,USD,143000,US,0,US,M
2024,MI,FT,Analytics Engineer,78000,USD,78000,US,0,US,M
2024,SE,FT,Data Scientist,198000,USD,198000,US,0,US,M
2024,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2024,MI,FT,Software Engineer,123050,USD,123050,US,0,US,M
2024,SE,FT,Engineer,201250,USD,201250,US,0,US,M
2024,SE,FT,Software Engineer,84600,USD,84600,US,0,US,M
2024,SE,FT,Manager,151300,USD,151300,US,0,US,M
2024,MI,FT,Associate,147000,USD,147000,US,0,US,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,MI,FT,Engineer,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Scientist,199500,USD,199500,US,100,US,M
2024,SE,FT,Data Scientist,117000,USD,117000,US,0,US,M
2024,MI,FT,Data Analyst,86000,USD,86000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159408,USD,159408,US,100,US,M
2024,SE,FT,Manager,293800,USD,293800,US,0,US,M
2024,MI,FT,Data Engineer,60400,USD,60400,US,0,US,M
2024,MI,FT,Machine Learning Engineer,280000,USD,280000,US,0,US,M
2024,MI,FT,Manager,333000,USD,333000,US,0,US,M
2024,MI,FT,Data Scientist,94707,USD,94707,CA,0,CA,M
2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M
2021,SE,FT,Principal Data Engineer,200000,USD,200000,US,100,US,M
2024,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2022,SE,CT,Data Analyst,90000,USD,90000,US,100,US,M
2024,SE,FT,Infrastructure Engineer,294000,USD,294000,US,0,US,M
2024,SE,FT,Engineer,339250,USD,339250,US,0,US,M
2024,MI,FT,Manager,69860,GBP,87325,GB,0,GB,M
2024,SE,FT,Consultant,225000,USD,225000,US,0,US,M
2024,EN,FT,Consultant,94900,USD,94900,US,0,US,M
2023,EX,FT,Data Manager,70000,USD,70000,US,0,US,M
2023,EX,FT,Data Scientist,131899,GBP,162288,GB,0,GB,M
2024,SE,FT,Product Manager,137600,USD,137600,US,0,US,M
2023,EN,FT,Research Engineer,120000,USD,120000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,312200,USD,312200,US,0,US,M
2024,EN,FT,Data Analyst,132000,USD,132000,US,0,US,M
2024,EN,FT,Data Governance Analyst,129288,USD,129288,AU,0,AU,M
2024,SE,FT,Data Engineer,132362,USD,132362,US,0,US,M
2024,SE,FT,Solutions Architect,139800,USD,139800,US,0,US,M
2022,SE,FT,Data Scientist,206000,USD,206000,US,100,US,M
2024,SE,FT,Software Engineer,105000,USD,105000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,355000,USD,355000,US,0,US,M
2024,SE,FT,Data Analyst,194000,USD,194000,US,0,US,M
2024,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Engineer,209000,USD,209000,US,100,US,M
2024,MI,FT,Data Scientist,73000,USD,73000,US,0,US,M
2024,SE,FT,Systems Engineer,96700,USD,96700,US,0,US,M
2024,SE,FT,Data Engineer,304750,USD,304750,US,0,US,M
2024,SE,FT,Consultant,163700,USD,163700,US,0,US,M
2024,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2024,SE,FT,Product Manager,257300,USD,257300,US,0,US,M
2024,MI,FT,Product Manager,107997,USD,107997,BR,0,BR,M
2024,MI,FT,Data Scientist,256500,USD,256500,US,0,US,M
2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,S
2024,SE,FT,Consultant,209000,USD,209000,US,100,US,M
2023,MI,FT,Applied Scientist,249300,USD,249300,US,0,US,L
2024,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
2024,SE,FT,Software Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Data Scientist,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Analyst,142320,USD,142320,US,0,US,M
2024,SE,FT,Data Engineer,80328,EUR,89253,NL,0,NL,M
2024,SE,FT,Data Scientist,72000,USD,72000,CA,0,CA,M
2024,SE,FT,Machine Learning Engineer,220800,USD,220800,US,0,US,M
2024,SE,FT,Data Engineer,194500,USD,194500,US,0,US,M
2024,SE,FT,Data Engineer,95000,USD,95000,US,100,US,M
2024,MI,FT,Associate,125000,USD,125000,US,0,US,M
2024,EN,FT,Data Analyst,88200,USD,88200,US,100,US,M
2024,SE,FT,Data Modeler,171210,USD,171210,CA,0,CA,M
2024,SE,FT,Machine Learning Engineer,187040,USD,187040,US,0,US,M
2023,SE,FT,Data Engineer,141600,USD,141600,US,100,US,M
2024,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
2023,SE,FT,Data Engineer,134000,USD,134000,US,100,US,M
2024,MI,FT,AI Engineer,250000,USD,250000,US,0,US,M
2024,MI,FT,Data Analyst,83552,USD,83552,US,100,US,M
2024,MI,FT,Data Engineer,86500,USD,86500,US,0,US,M
2024,MI,FT,Business Intelligence,93000,USD,93000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,40000,USD,40000,US,0,US,M
2024,SE,FT,ETL Developer,130000,USD,130000,US,0,US,M
2024,EX,FT,Data Manager,180000,USD,180000,US,0,US,M
2024,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2024,SE,FT,Data Analyst,106250,USD,106250,US,0,US,M
2024,MI,FT,Systems Engineer,163000,USD,163000,US,0,US,M
2024,SE,FT,Data Analyst,103000,USD,103000,US,0,US,M
2024,MI,FT,Manager,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Data Engineer,183000,USD,183000,CA,0,CA,M
2023,MI,FT,Data Engineer,149600,USD,149600,US,0,US,M
2024,EX,FT,Data Integration Engineer,110000,USD,110000,US,0,US,M
2024,SE,FT,Research Engineer,146000,USD,146000,US,0,US,M
2024,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Engineer,166551,USD,166551,US,0,US,M
2024,SE,FT,Machine Learning Engineer,175800,USD,175800,US,0,US,M
2023,SE,FT,Data Scientist,132500,USD,132500,US,0,US,M
2024,SE,FT,AI Product Owner,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2024,SE,FT,Data Scientist,239000,USD,239000,US,100,US,M
2024,SE,FT,Technical Lead,285000,USD,285000,US,0,US,M
2024,SE,FT,Data Engineer,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Research Scientist,198400,USD,198400,US,0,US,M
2024,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M
2024,MI,FT,Data Product Owner,123750,USD,123750,US,0,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,CA,100,CA,M
2024,EN,FT,Full Stack Developer,95000,USD,95000,US,0,US,M
2024,MI,FT,Business Intelligence Developer,70692,USD,70692,US,100,US,M
2024,SE,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
2024,MI,FT,Data Scientist,138500,USD,138500,US,0,US,M
2023,SE,FT,Data Analyst,73000,USD,73000,US,0,US,M
2024,SE,FT,Data Engineer,238000,USD,238000,US,0,US,M
2024,SE,FT,Research Engineer,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Engineer,172000,USD,172000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,245400,USD,245400,US,0,US,M
2024,SE,FT,Data Scientist,212810,USD,212810,US,100,US,M
2024,MI,FT,Data Engineer,117000,USD,117000,US,0,US,M
2024,MI,FT,Bioinformatics Scientist,147463,USD,147463,US,100,US,M
2023,SE,FT,Applied Scientist,212800,USD,212800,US,0,US,L
2024,SE,FT,Data Architect,187500,USD,187500,US,0,US,M
2024,SE,FT,Machine Learning Engineer,235008,USD,235008,US,0,US,M
2024,MI,FT,Software Engineer,208800,USD,208800,US,0,US,M
2024,SE,FT,Data Analyst,40000,USD,40000,US,0,US,M
2024,MI,FT,Security Engineer,163100,USD,163100,US,100,US,M
2024,SE,FT,Software Engineer,297000,USD,297000,US,0,US,M
2024,SE,FT,Data Engineer,109045,USD,109045,US,0,US,M
2024,SE,FT,Machine Learning Engineer,210000,USD,210000,US,0,US,M
2024,SE,FT,Data Scientist,137500,USD,137500,US,0,US,M
2024,MI,FT,Data Engineer,147430,USD,147430,US,0,US,M
2024,MI,FT,Engineer,70000,GBP,87500,GB,0,GB,M
2023,SE,FT,Machine Learning Engineer,133700,USD,133700,CA,0,CA,M
2024,EN,FT,Data Analyst,108463,USD,108463,CA,0,CA,M
2024,MI,FT,Data Engineer,65000,EUR,72222,AT,0,AT,M
2024,SE,FT,Data Governance Lead,300000,USD,300000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,218900,USD,218900,US,100,US,M
2024,EN,FT,Business Analyst,178200,USD,178200,US,0,US,M
2022,SE,FT,Applied Scientist,191475,USD,191475,US,100,US,M
2024,MI,FT,Product Manager,119100,USD,119100,US,0,US,M
2024,SE,FT,Engineer,204500,USD,204500,US,0,US,M
2024,SE,FT,Data Engineer,123900,USD,123900,US,0,US,M
2024,SE,FT,Data Engineer,224028,USD,224028,US,0,US,M
2024,SE,FT,Solutions Engineer,175000,USD,175000,US,100,US,M
2024,SE,FT,Data Scientist,288300,USD,288300,US,0,US,M
2024,SE,FT,Machine Learning Engineer,126600,USD,126600,US,0,US,M
2024,SE,FT,Python Developer,110000,USD,110000,CA,0,CA,M
2024,MI,FT,Data Engineer,117000,USD,117000,US,0,US,M
2024,SE,FT,Software Engineer,182400,USD,182400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,224000,USD,224000,US,0,US,M
2024,MI,FT,Data Analyst,66132,USD,66132,US,0,US,M
2024,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L
2022,MI,FT,Data Scientist,158000,USD,158000,US,100,US,M
2024,SE,FT,Solutions Architect,223500,USD,223500,US,0,US,M
2024,SE,FT,Data Engineer,88275,USD,88275,US,0,US,M
2024,MI,FT,Software Engineer,313000,USD,313000,US,0,US,M
2024,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M
2024,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,184000,USD,184000,US,0,US,M
2024,SE,FT,Data Analyst,32827,GBP,41033,US,0,US,M
2024,SE,FT,Business Intelligence Developer,45000,GBP,56250,GB,0,GB,M
2024,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2024,MI,FT,Platform Engineer,143000,USD,143000,US,0,US,M
2023,SE,FT,Research Scientist,110000,USD,110000,US,100,US,M
2024,SE,FT,Data Scientist,113330,USD,113330,US,0,US,M
2024,SE,FT,Solutions Architect,239000,USD,239000,US,0,US,L
2024,SE,FT,Machine Learning Engineer,264500,USD,264500,US,100,US,M
